country_code,country_name,region,colonial_history,width,height,aspect_ratio,hex_colors,color_percentages,unique_colors,most_common_color,has_red,has_blue,has_green,has_yellow,has_white,has_black,has_orange,has_purple,horizontal_symmetry,vertical_symmetry,horizontal_stripes,vertical_stripes,cross,saltire,canton,circle,star,crescent,triangle,emblem,aspect_ratio_category,horizontal_symmetry_level,vertical_symmetry_level,complexity_score
nl,Netherlands,Europe,None,600,400,1.5,"['#feffff', '#21468b', '#ad1b27', '#f2edf1', '#b42f3a']","[0.3, 0.3333333333333333, 0.31666666666666665, 0.03333333333333333, 0.016666666666666666]",3,white,True,True,False,False,True,False,False,False,0.9843333333333333,1.0,True,False,True,False,True,False,False,False,False,False,2:3,High,High,5
no,Norway,Europe,None,600,436,1.3761467889908257,"['#de8e9e', '#b90b2e', '#001e59', '#fbfbfc', '#3b5381']","[0.042, 0.594, 0.17233333333333334, 0.15266666666666667, 0.039]",3,red,True,True,False,False,True,False,False,False,0.995752773280566,0.7818777358038016,True,True,False,False,False,False,False,False,False,False,Other,High,Medium,5
np,Nepal,Asia,None,600,731,0.8207934336525308,"['#000001', '#da143d', '#fef9fa', '#123387', '#ed899d']","[0.4151666666666667, 0.3463333333333333, 0.071, 0.14916666666666667, 0.018333333333333333]",4,red,True,True,False,False,True,True,False,False,0.675298236189453,0.7153242134062927,True,True,False,False,False,False,True,False,False,False,Special (Nepal),Low,Medium,7
nr,nr,Unknown,Unknown,600,300,2.0,"['#002a7f', '#ffc81c', '#80784e', '#f4f6f9', '#6e86b6']","[0.8723333333333333, 0.06666666666666667, 0.03333333333333333, 0.017666666666666667, 0.01]",4,blue,True,True,False,True,True,False,False,False,0.9887152069716776,0.9636319825708061,True,True,False,False,False,False,False,False,False,False,1:2,High,High,6
nz,New Zealand,Oceania,British,600,300,2.0,"['#012169', '#f7f2f4', '#c81331', '#d18b9d', '#4f6496']","[0.7871666666666667, 0.07033333333333333, 0.08616666666666667, 0.034, 0.022333333333333334]",3,blue,True,True,False,False,True,False,False,False,0.8062906318082789,0.8128382570806101,True,True,False,False,True,False,True,False,False,True,1:2,Medium,Medium,7
om,om,Unknown,Unknown,600,300,2.0,"['#fefdfd', '#da161b', '#017f00', '#f5c4c5', '#e86f72']","[0.2515, 0.47983333333333333, 0.25, 0.008833333333333334, 0.009833333333333333]",4,red,True,False,True,True,True,False,False,False,0.6306789106753813,0.9328188671023965,True,True,False,False,True,False,True,False,False,True,1:2,Low,High,8
pa,pa,Unknown,Unknown,600,400,1.5,"['#012855', '#fefefe', '#a6192e', '#b5a0ae', '#eeeaed']","[0.25966666666666666, 0.43933333333333335, 0.25966666666666666, 0.009333333333333334, 0.032]",4,white,True,True,False,False,True,False,False,False,0.4506810784313725,0.5515061764705882,False,False,False,False,True,False,False,False,False,False,2:3,Low,Low,4
pe,Peru,South America,Spanish,600,400,1.5,"['#d81022', '#fefefd', '#d2c0a7', '#3aaa64', '#de9b1f']","[0.665, 0.2445, 0.048666666666666664, 0.0305, 0.011333333333333334]",4,yellow,True,False,True,True,True,False,False,False,0.9624456535947712,0.9666872222222223,False,True,True,False,True,False,True,False,False,True,2:3,High,High,8
pg,pg,Unknown,Unknown,600,450,1.3333333333333333,"['#010000', '#cd1225', '#f8c317', '#ececec', '#7c7c7c']","[0.4771666666666667, 0.444, 0.056, 0.012333333333333333, 0.0105]",5,black,True,False,False,True,True,True,False,False,0.785761394335512,0.6356091793754539,True,True,False,False,False,False,False,False,True,True,Other,Medium,Low,8
ph,Philippines,Asia,Spanish/American,600,300,2.0,"['#0138a7', '#fdfdfc', '#cd1126', '#fcd429', '#f5dd98']","[0.3913333333333333, 0.1625, 0.3908333333333333, 0.026, 0.029333333333333333]",4,yellow,True,True,False,True,True,False,False,False,0.28487947712418304,0.6908343355119826,False,True,True,False,True,False,True,False,False,False,1:2,Low,Low,7
pk,Pakistan,Asia,British,600,400,1.5,"['#fefefe', '#01401b', '#baccc2', '#71947f', '#1b5433']","[0.30083333333333334, 0.6616666666666666, 0.009666666666666667, 0.008833333333333334, 0.019]",3,green,False,False,True,False,True,False,False,False,0.975843725490196,0.5453180392156862,True,True,False,False,True,False,True,False,False,False,2:3,High,Low,6
pl,Poland,Europe,None,600,375,1.6,"['#ffffff', '#dc143c', '#fceaef', '#df284c', '#dc1038']","[0.48333333333333334, 0.4666666666666667, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666]",2,red,True,False,False,False,True,False,False,False,0.3294117647058824,1.0,True,False,False,False,True,False,False,False,False,False,3:5,Low,High,3
pt,Portugal,Europe,None,600,400,1.5,"['#c8c702', '#fe0000', '#026601', '#dcd4e1', '#cf5a26']","[0.04666666666666667, 0.558, 0.34933333333333333, 0.02, 0.026]",4,red,True,False,True,True,True,False,False,False,0.9643083006535947,0.26354594771241835,False,True,True,False,False,False,True,False,True,True,2:3,High,Low,8
pw,pw,Unknown,Unknown,600,375,1.6,"['#fefe00', '#0098fe', '#9dd861', '#49b5b5', '#d9ef25']","[0.16633333333333333, 0.816, 0.005, 0.006666666666666667, 0.006]",4,green,False,True,True,True,False,False,False,False,0.9999880116039286,0.9382502483660131,True,True,True,False,False,False,True,False,False,False,3:5,High,High,8
py,py,Unknown,Unknown,600,330,1.8181818181818181,"['#0038a8', '#fdfcfd', '#d52b1e', '#c0c2bc', '#708f7c']","[0.3333333333333333, 0.3075, 0.3333333333333333, 0.020166666666666666, 0.005666666666666667]",4,gray,True,True,False,False,True,False,False,False,0.8872165973460091,0.9923341255694197,True,False,True,False,True,False,True,False,True,True,Other,High,High,8
qa,Qatar,Middle East,British,600,235,2.5531914893617023,"['#8c1a3c', '#fefefe', '#ca96a6', '#aa556e', '#e7cfd6']","[0.6691666666666667, 0.31216666666666665, 0.005, 0.007666666666666666, 0.006]",2,red,True,False,False,False,True,False,False,False,0.9945836545444389,0.5206420247531637,False,True,True,False,True,False,False,False,False,False,Extra Long,High,Low,4
ro,Romania,Europe,None,600,400,1.5,"['#fcd115', '#002a7f', '#cd1026', '#a79939', '#ed901b']","[0.32, 0.33, 0.33, 0.01, 0.01]",3,yellow,True,True,False,True,False,False,False,False,1.0,0.4248366013071896,False,True,True,False,True,False,False,False,False,False,2:3,High,Low,5
rs,rs,Unknown,Unknown,600,400,1.5,"['#e10246', '#fdfdfd', '#042269', '#ca725c', '#ddc9cb']","[0.32966666666666666, 0.325, 0.25033333333333335, 0.057666666666666665, 0.037333333333333336]",3,red,True,True,False,False,True,False,False,False,0.7639655555555556,0.8564718954248366,True,True,True,False,True,False,True,False,True,True,2:3,Medium,High,8
ru,Russia,Europe,None,600,400,1.5,"['#fffeff', '#13399e', '#d9291c', '#0031a0', '#eaeef7']","[0.31666666666666665, 0.03333333333333333, 0.3333333333333333, 0.3, 0.016666666666666666]",3,white,True,True,False,False,True,False,False,False,0.5738627450980391,1.0,True,False,True,False,True,False,False,False,False,False,2:3,Low,High,5
rw,rw,Unknown,Unknown,600,400,1.5,"['#20603c', '#f7d002', '#01a1dd', '#8db255', '#3ba8a4']","[0.25, 0.2535, 0.4673333333333333, 0.011666666666666667, 0.0175]",3,green,False,True,True,True,False,False,False,False,0.5513705882352942,0.9658822222222222,True,False,False,False,False,False,True,False,False,True,2:3,Low,High,6
sa,Saudi Arabia,Middle East,None,600,400,1.5,"['#006b34', '#6ba98a', '#d4e6dd', '#33885c', '#a3cab6']","[0.8911666666666667, 0.0335, 0.017666666666666667, 0.0265, 0.031166666666666665]",3,green,False,False,True,False,True,False,False,False,0.9310293790849673,0.9596108823529412,True,False,True,False,False,False,True,False,True,True,2:3,High,High,7
sb,sb,Unknown,Unknown,600,300,2.0,"['#215b32', '#0151b9', '#f1cc18', '#e3ecf7', '#658fb1']","[0.44966666666666666, 0.4098333333333333, 0.0975, 0.025833333333333333, 0.017166666666666667]",5,green,False,True,True,True,True,False,False,False,0.8715511111111112,0.8654003485838779,False,False,False,False,False,False,False,False,False,False,1:2,High,High,5
sc,sc,Unknown,Unknown,600,300,2.0,"['#d62928', '#037b3f', '#f7d259', '#fcfcfb', '#013f86']","[0.33, 0.16716666666666666, 0.17616666666666667, 0.16166666666666665, 0.165]",5,red,True,True,True,True,True,False,False,False,0.6956117647058824,0.5625394335511982,True,True,True,False,True,False,False,False,False,False,1:2,Low,Low,8
sd,sd,Unknown,Unknown,600,300,2.0,"['#d11034', '#fdfcfc', '#000100', '#017128', '#71af87']","[0.2961666666666667, 0.23966666666666667, 0.2961666666666667, 0.1655, 0.0025]",5,red,True,False,True,False,True,True,False,False,0.818740697167756,0.8516162527233115,True,True,True,False,True,False,True,False,False,False,1:2,Medium,High,9
se,Sweden,Europe,None,600,375,1.6,"['#0069a7', '#fecc00', '#bbb22b', '#14719a', '#e9c30d']","[0.667, 0.259, 0.016, 0.029, 0.029]",2,yellow,False,True,False,True,False,False,False,False,1.0,0.9098143790849673,True,True,True,False,True,False,False,False,False,False,3:5,High,High,5
sg,Singapore,Asia,British,600,400,1.5,"['#fefefe', '#ec2838', '#f9b9be', '#f3737d', '#ee3c4b']","[0.5193333333333333, 0.43933333333333335, 0.008, 0.009166666666666667, 0.024166666666666666]",3,red,True,False,False,True,True,False,False,False,0.6173343137254902,0.9657327450980392,True,True,False,False,True,False,True,False,False,False,2:3,Low,High,6
si,si,Unknown,Unknown,600,300,2.0,"['#025ce4', '#fe0000', '#fdfefe', '#584d98', '#a4b8e8']","[0.3293333333333333, 0.3333333333333333, 0.32, 0.009, 0.008333333333333333]",3,blue,True,True,False,False,True,False,False,False,0.5383424400871459,0.9691326797385621,True,False,True,False,True,False,False,False,True,False,1:2,Low,High,5
sk,sk,Unknown,Unknown,600,400,1.5,"['#0c4ea1', '#ed1c26', '#fdfdfd', '#f9989b', '#6593c8']","[0.263, 0.38666666666666666, 0.33016666666666666, 0.012166666666666666, 0.008]",4,blue,True,True,False,True,True,False,False,False,0.5675994444444444,0.9234885947712418,True,False,True,False,True,False,True,False,False,False,2:3,Low,High,7
sl,sl,Unknown,Unknown,600,400,1.5,"['#fffffe', '#0172c6', '#1db439', '#eaf5f4', '#31bb4a']","[0.3, 0.3333333333333333, 0.31666666666666665, 0.03333333333333333, 0.016666666666666666]",3,white,False,True,True,False,True,False,False,False,0.9137647058823529,1.0,True,False,True,False,True,False,False,False,False,False,2:3,High,High,5
sm,sm,Unknown,Unknown,600,450,1.3333333333333333,"['#a88611', '#63b4e4', '#fdfefe', '#486646', '#899894']","[0.036333333333333336, 0.44066666666666665, 0.4385, 0.04566666666666667, 0.03883333333333333]",5,red,True,True,True,False,True,False,False,False,0.6203539869281045,0.9553172403776325,True,True,True,False,True,False,True,False,True,True,Other,Low,High,10
sn,Senegal,Africa,French,600,400,1.5,"['#fcef42', '#00843f', '#e21a22', '#a2c840', '#f4a838']","[0.2956666666666667, 0.3486666666666667, 0.33, 0.015666666666666666, 0.01]",3,yellow,True,False,True,True,False,False,False,False,0.9894135620915032,0.3377583333333334,False,True,True,False,True,False,False,False,False,False,2:3,High,Low,5
so,so,Unknown,Unknown,600,400,1.5,"['#fefefe', '#4088dc', '#97beec', '#d2e3f7', '#639ee3']","[0.035666666666666666, 0.9476666666666667, 0.007333333333333333, 0.004666666666666667, 0.004666666666666667]",2,blue,False,True,False,False,True,False,False,False,0.9790741830065359,0.9989128104575163,False,True,True,False,False,False,True,False,False,False,2:3,High,High,5
sr,sr,Unknown,Unknown,600,400,1.5,"['#017a34', '#faf9f9', '#c8112f', '#fdcb00', '#e36f16']","[0.4, 0.2, 0.366, 0.025666666666666667, 0.008333333333333333]",4,red,True,False,True,True,True,False,False,False,0.9858571895424837,0.9990720261437909,True,True,False,False,False,False,False,False,False,False,2:3,High,High,6
ss,ss,Unknown,Unknown,600,300,2.0,"['#db211b', '#088931', '#000101', '#f6f3f2', '#1047ad']","[0.204, 0.263, 0.261, 0.07166666666666667, 0.20033333333333334]",5,red,True,True,True,False,True,True,False,False,0.6547051851851852,0.6959564270152505,True,False,False,False,True,False,True,False,False,False,1:2,Low,Low,7
st,st,Unknown,Unknown,600,300,2.0,"['#facd00', '#12ad2a', '#d21033', '#070600', '#7e650b']","[0.319, 0.5246666666666666, 0.123, 0.017333333333333333, 0.016]",4,red,True,False,True,True,False,True,False,False,0.986495816993464,0.8240272331154684,True,True,True,False,True,False,True,False,False,False,1:2,High,Medium,8
sv,sv,Unknown,Unknown,600,338,1.7751479289940828,"['#0147ab', '#fcfdfd', '#6b9a8d', '#e4dfba', '#258b2d']","[0.6681666666666667, 0.2975, 0.009833333333333333, 0.018833333333333334, 0.005666666666666667]",5,blue,False,True,True,True,True,False,False,False,0.9767929767567777,0.9839668948447229,True,True,True,False,True,False,False,False,True,True,Other,High,High,9
sy,sy,Unknown,Unknown,600,400,1.5,"['#ce1126', '#fcfcfc', '#010101', '#047a3c', '#64ae89']","[0.3333333333333333, 0.3006666666666667, 0.3333333333333333, 0.021, 0.011666666666666667]",5,red,True,False,True,False,True,True,False,False,0.7864737908496732,0.9986949019607844,True,False,True,False,True,False,True,False,False,False,2:3,Medium,High,8
sz,sz,Unknown,Unknown,600,400,1.5,"['#efeded', '#edc90b', '#405eb4', '#af0f0c', '#0d0a0a']","[0.0585, 0.14416666666666667, 0.4031666666666667, 0.33616666666666667, 0.058]",5,white,True,True,False,True,True,True,False,False,0.9486630392156863,0.9685766993464052,True,True,False,False,False,False,True,False,False,True,2:3,High,High,9
td,td,Unknown,Unknown,600,400,1.5,"['#ffcd00', '#001f5b', '#c70f2e', '#a9931f', '#ed8d0f']","[0.32, 0.33, 0.33, 0.01, 0.01]",3,red,True,True,False,True,False,False,False,False,1.0,0.4483660130718954,False,True,True,False,True,False,False,False,False,False,2:3,High,Low,5
tg,tg,Unknown,Unknown,600,370,1.6216216216216217,"['#fef9fa', '#036a4d', '#fccc00', '#d11034', '#e98d9e']","[0.021333333333333333, 0.452, 0.326, 0.19383333333333333, 0.006833333333333334]",4,red,True,False,True,True,True,False,False,False,0.9148502738032149,0.9162655007949125,True,True,False,False,False,False,True,False,False,False,3:5,High,High,7
th,Thailand,Asia,None,600,400,1.5,"['#f4f5f8', '#a51a32', '#2c2949', '#e7e3e8', '#3c3b58']","[0.26666666666666666, 0.3333333333333333, 0.3, 0.06666666666666667, 0.03333333333333333]",4,white,True,True,False,False,True,False,False,False,1.0,1.0,True,False,True,False,True,False,False,False,False,False,2:3,High,High,6
tj,tj,Unknown,Unknown,600,300,2.0,"['#cc0000', '#fefefe', '#006600', '#f9d242', '#eadfc9']","[0.2833333333333333, 0.372, 0.2833333333333333, 0.01633333333333333, 0.045]",4,white,True,False,True,True,True,False,False,False,0.9860264923747276,0.9982767755991285,True,False,True,False,True,False,True,False,False,True,1:2,High,High,8
tl,tl,Unknown,Unknown,600,300,2.0,"['#dc241f', '#010100', '#fac025', '#ececec', '#605128']","[0.7486666666666667, 0.14283333333333334, 0.08233333333333333, 0.015166666666666667, 0.011]",4,red,True,False,False,True,True,True,False,False,0.9950988671023965,0.7137004357298475,False,True,False,False,False,False,False,False,False,False,1:2,High,Medium,5
tm,tm,Unknown,Unknown,600,400,1.5,"['#00833d', '#c53330', '#c9c9b6', '#707747', '#cf7437']","[0.8131666666666667, 0.0665, 0.017666666666666667, 0.03883333333333333, 0.06383333333333334]",3,green,True,False,True,False,False,False,False,False,0.9108993790849673,0.9137173529411765,False,True,False,False,False,False,True,False,True,True,2:3,High,High,6
tn,Tunisia,Africa,French,600,400,1.5,"['#e60013', '#fefdfd', '#f5979f', '#ef5662', '#fad1d4']","[0.894, 0.07266666666666667, 0.010666666666666666, 0.01, 0.012666666666666666]",3,red,True,False,False,True,True,False,False,False,0.99844,0.9777907189542484,True,True,True,False,True,False,True,False,False,False,2:3,High,High,7
to,to,Unknown,Unknown,600,300,2.0,"['#c00000', '#fefdfd', '#ecb1b1', '#d34d4d', '#c61616']","[0.8146666666666667, 0.16, 0.011, 0.004666666666666667, 0.009666666666666667]",3,red,True,False,False,True,True,False,False,False,0.738480871459695,0.738480871459695,True,True,False,False,True,False,False,False,False,False,1:2,Medium,Medium,5
tr,Turkey,Middle East,None,600,400,1.5,"['#fefcfc', '#e20916', '#f28d93', '#f8cacd', '#ea4852']","[0.04833333333333333, 0.926, 0.008, 0.006333333333333333, 0.011333333333333334]",2,red,True,False,False,False,True,False,False,False,0.998381862745098,0.9230191176470588,False,True,False,False,False,False,True,False,False,False,2:3,High,High,4
tt,tt,Unknown,Unknown,600,360,1.6666666666666667,"['#010101', '#ce1126', '#fbf9f9', '#cf999f', '#575757']","[0.19433333333333333, 0.688, 0.08466666666666667, 0.023, 0.01]",5,black,True,False,False,True,True,True,False,False,0.7420291575889615,0.7420234204793028,False,False,False,False,False,False,False,False,False,False,3:5,Medium,Medium,5
tv,tv,Unknown,Unknown,600,300,2.0,"['#029cdc', '#cfbe47', '#c91633', '#f2ecf0', '#0c2a6f']","[0.7133333333333334, 0.05266666666666667, 0.08666666666666667, 0.078, 0.06933333333333333]",4,blue,True,True,False,True,True,False,False,False,0.6164374727668845,0.6312656209150327,False,False,False,False,False,False,True,False,True,True,1:2,Low,Low,6
tw,tw,Unknown,Unknown,600,400,1.5,"['#fd0000', '#010094', '#f7f7fb', '#3d3dae', '#9393d2']","[0.75, 0.202, 0.024, 0.013333333333333334, 0.010666666666666666]",3,blue,True,True,False,False,True,False,False,False,0.6205173529411765,0.6205173529411765,True,True,False,False,False,False,True,False,False,False,2:3,Low,Low,6
tz,Tanzania,Africa,British,600,400,1.5,"['#010100', '#00a3dc', '#1eb53a', '#f6d017', '#87891c']","[0.2916666666666667, 0.2875, 0.29, 0.10633333333333334, 0.0245]",4,green,False,True,True,True,False,True,False,False,0.6630213071895426,0.663021045751634,False,False,False,False,False,False,False,False,False,False,2:3,Low,Low,4
ua,Ukraine,Europe,None,600,400,1.5,"['#0057b7', '#ffd700', '#1461a7', '#ebcd0e', '#0055b8']","[0.4666666666666667, 0.48333333333333334, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666]",2,blue,False,True,False,True,False,False,False,False,0.5058823529411764,1.0,True,False,False,False,True,False,False,False,False,False,2:3,Low,High,3
ug,ug,Unknown,Unknown,600,400,1.5,"['#f8f6f5', '#926f6c', '#f9d804', '#d80100', '#030200']","[0.034666666666666665, 0.014, 0.3335, 0.30833333333333335, 0.3095]",5,white,True,False,False,True,True,True,False,False,0.6659202287581699,0.989551862745098,True,True,False,False,False,False,True,False,False,True,2:3,Low,High,9
us,United States,North America,British,600,315,1.9047619047619047,"['#b12032', '#fdfbfc', '#424172', '#c7a2b0', '#c65d6a']","[0.3333333333333333, 0.3305, 0.17866666666666667, 0.0775, 0.08]",4,red,True,True,False,True,True,False,False,False,0.7627541734315807,0.7277994812739911,True,True,False,False,True,False,True,False,False,True,Other,Medium,Medium,8
uy,uy,Unknown,Unknown,600,400,1.5,"['#0137a7', '#fdfdfe', '#b7861b', '#b2bdd7', '#547ac4']","[0.3258333333333333, 0.5346666666666666, 0.04566666666666667, 0.0665, 0.027333333333333334]",3,blue,True,True,False,False,True,False,False,False,0.8700566993464052,0.8700566993464052,True,True,True,False,True,False,True,False,True,True,2:3,High,High,8
uz,uz,Unknown,Unknown,600,300,2.0,"['#fefefe', '#1db539', '#0299b5', '#a2282f', '#ec9da8']","[0.30633333333333335, 0.31666666666666665, 0.30883333333333335, 0.03333333333333333, 0.034833333333333334]",5,white,True,True,True,True,True,False,False,False,0.39910644880174295,0.9900369934640523,True,False,True,False,True,False,False,False,False,True,1:2,Low,High,8
va,va,Unknown,Unknown,600,600,1.0,"['#fee000', '#cfcac3', '#ab7328', '#bca17c', '#fefefd']","[0.5, 0.0335, 0.025833333333333333, 0.028, 0.4126666666666667]",4,yellow,True,False,False,True,True,False,False,False,0.9527928540305011,0.23930910675381267,False,True,False,False,False,False,True,False,True,True,1:1 (Square),High,Low,7
vc,vc,Unknown,Unknown,600,400,1.5,"['#fcd021', '#017c2d', '#002673', '#6b9f28', '#dfc425']","[0.4003333333333333, 0.311, 0.25, 0.009, 0.029666666666666668]",3,yellow,False,True,True,True,False,False,False,False,0.9773566013071895,0.5792067320261438,False,True,True,False,True,False,False,False,False,False,2:3,High,Low,5
ve,Venezuela,South America,Spanish,600,400,1.5,"['#fdcb00', '#02247c', '#ce142b', '#d0d6e7', '#5f75ad']","[0.3333333333333333, 0.3165, 0.3333333333333333, 0.008, 0.008833333333333334]",4,blue,True,True,False,True,True,False,False,False,0.6817538562091503,0.9981393464052287,True,False,True,False,True,False,True,False,False,False,2:3,Low,High,7
vn,Vietnam,Asia,French,600,400,1.5,"['#d9241d', '#fefd00', '#ed970d', '#e25616', '#f5c607']","[0.9226666666666666, 0.058333333333333334, 0.008333333333333333, 0.006, 0.004666666666666667]",2,yellow,True,False,False,True,False,False,False,False,0.9678175490196078,0.9986946732026144,False,True,True,False,False,False,False,False,False,False,2:3,High,High,4
vu,vu,Unknown,Unknown,600,360,1.6666666666666667,"['#cf0f33', '#009342', '#040300', '#f7cd12', '#8a7109']","[0.31533333333333335, 0.31533333333333335, 0.24583333333333332, 0.07933333333333334, 0.04416666666666667]",4,red,True,False,True,True,False,True,False,False,0.3996872549019608,0.7171407770515614,False,True,False,False,False,False,True,False,False,True,3:5,Low,Medium,7
ws,ws,Unknown,Unknown,600,300,2.0,"['#cd1126', '#012a7e', '#e3e7f1', '#7c92bd', '#2d5095']","[0.75, 0.23283333333333334, 0.006166666666666667, 0.005666666666666667, 0.005333333333333333]",3,blue,True,True,False,False,True,False,False,False,0.5735514161220043,0.5735514161220043,False,False,False,False,False,False,True,False,False,False,1:2,Low,Low,4
ye,ye,Unknown,Unknown,600,400,1.5,"['#fffefe', '#000000', '#ce1126', '#f2eaeb', '#151414']","[0.3, 0.31666666666666665, 0.3333333333333333, 0.03333333333333333, 0.016666666666666666]",3,white,True,False,False,False,True,True,False,False,0.8013137254901961,1.0,True,False,True,False,True,False,False,False,False,False,2:3,Medium,High,5
za,South Africa,Africa,British,600,400,1.5,"['#e2552d', '#037849', '#f2f4f4', '#011589', '#030200']","[0.2668333333333333, 0.30933333333333335, 0.12433333333333334, 0.2105, 0.089]",5,red,True,True,True,False,True,True,False,False,0.8659563071895424,0.5955359803921569,True,True,False,False,False,False,False,False,False,False,2:3,High,Low,7
zm,zm,Unknown,Unknown,600,400,1.5,"['#198900', '#ea7a00', '#050200', '#de1f10', '#9e5c03']","[0.741, 0.08483333333333333, 0.078, 0.06966666666666667, 0.0265]",4,red,True,False,True,False,False,True,False,False,0.9015517647058824,0.7962971241830066,False,True,False,False,False,False,True,False,True,True,2:3,High,Medium,7
zw,zw,Unknown,Unknown,600,300,2.0,"['#fbcf00', '#0d6801', '#ce0601', '#faf9f8', '#020101']","[0.23683333333333334, 0.2851666666666667, 0.23933333333333334, 0.13466666666666666, 0.104]",5,yellow,True,False,True,True,True,True,False,False,0.9845364270152506,0.7811050544662309,True,True,True,False,True,False,True,False,True,True,1:2,High,Medium,10
